Unnamed: 0,name,loyalty,date
510,Tygunru,6301.0,2021-12-03 00:38:00
511,Tygunru,6401.0,2021-12-03 17:48:00
512,Tygunru,6601.0,2021-12-05 18:55:00
513,Tygunru,6701.0,2021-12-07 11:26:00
514,Tygunru,6801.0,2021-12-07 17:55:00
515,Tygunru,7001.0,2021-12-09 18:25:00
516,Tygunru,7201.0,2021-12-11 22:31:00
517,Tygunru,7401.0,2021-12-14 10:33:00
518,Tygunru,7501.0,2021-12-15 10:18:00
519,Tygunru,7601.0,2021-12-15 20:52:00
520,Tygunru,6801.0,2021-12-21 12:46:00
521,Jake5691,401.0,2022-02-05 16:44:18
522,Victor (VYC),1600.0,2021-11-22 06:35:00
523,Victor (VYC),1901.0,2021-11-22 10:05:00
524,Victor (VYC),2701.0,2021-11-23 06:05:00
525,Victor (VYC),2901.0,2021-11-23 15:39:00
526,Victor (VYC),3201.0,2021-11-24 07:09:00
527,Victor (VYC),3501.0,2021-11-24 18:39:00
528,Victor (VYC),3801.0,2021-11-25 17:49:00
529,Victor (VYC),4301.0,2021-11-28 16:47:00
530,Victor (VYC),4501.0,2021-11-30 05:11:00
531,Victor (VYC),5101.0,2021-12-03 07:56:00
532,Victor (VYC),5401.0,2021-12-06 09:48:00
533,Victor (VYC),5701.0,2021-12-08 11:30:00
534,Victor (VYC),5801.0,2021-12-10 06:06:00
535,Victor (VYC),6701.0,2021-12-19 06:26:00
536,Victor (VYC),7001.0,2021-12-23 18:39:00
537,Victor (VYC),7301.0,2021-12-29 15:37:00
538,Victor (VYC),7501.0,2022-01-04 06:16:00
539,K.AN,2900.0,2021-11-22 11:27:00
540,K.AN,3201.0,2021-11-22 17:30:00
541,K.AN,3601.0,2021-11-23 06:09:00
542,K.AN,3901.0,2021-11-23 15:04:00
543,K.AN,4101.0,2021-11-24 04:06:00
544,K.AN,4301.0,2021-11-24 14:12:00
545,K.AN,4601.0,2021-11-25 14:56:00
546,K.AN,5201.0,2021-11-28 00:25:00
547,K.AN,5501.0,2021-11-29 11:25:00
548,K.AN,6001.0,2021-12-02 15:44:00
549,K.AN,6401.0,2021-12-05 08:34:00
550,K.AN,6901.0,2021-12-09 14:32:00
551,K.AN,7001.0,2021-12-10 14:33:00
552,toberich,1601.0,2021-11-22 09:46:00
553,toberich,1901.0,2021-11-22 10:30:00
554,toberich,3801.0,2021-11-24 23:59:00
555,toberich,4001.0,2021-11-25 14:03:00
556,toberich,4801.0,2021-11-29 11:04:00
557,toberich,6401.0,2021-12-12 10:34:00
558,toberich,7101.0,2021-12-18 12:32:00
559,InsaneMarine,1901.0,2021-11-22 01:06:00
560,InsaneMarine,2001.0,2021-11-22 01:21:00
561,InsaneMarine,2101.0,2021-11-22 01:38:00
562,InsaneMarine,2401.0,2021-11-22 03:01:00
563,InsaneMarine,3101.0,2021-11-22 12:59:00
564,InsaneMarine,3201.0,2021-11-22 14:13:00
565,InsaneMarine,3301.0,2021-11-22 14:21:00
566,InsaneMarine,3401.0,2021-11-22 17:30:00
567,InsaneMarine,3701.0,2021-11-23 00:01:00
568,InsaneMarine,3801.0,2021-11-23 00:58:00
569,InsaneMarine,3901.0,2021-11-23 08:45:00
570,InsaneMarine,4001.0,2021-11-23 20:42:00
571,InsaneMarine,4401.0,2021-11-24 12:44:00
572,InsaneMarine,4501.0,2021-11-24 13:19:00
573,InsaneMarine,4701.0,2021-11-25 02:24:00
574,InsaneMarine,4801.0,2021-11-25 18:31:00
575,InsaneMarine,5001.0,2021-11-26 01:00:00
576,InsaneMarine,5101.0,2021-11-26 14:07:00
577,InsaneMarine,5401.0,2021-11-27 21:29:00
578,InsaneMarine,5501.0,2021-11-28 01:41:00
579,InsaneMarine,5801.0,2021-11-30 15:03:00
580,InsaneMarine,6101.0,2021-12-01 16:50:00
581,InsaneMarine,6201.0,2021-12-02 01:22:00
582,InsaneMarine,6401.0,2021-12-03 01:54:00
583,InsaneMarine,6601.0,2021-12-04 21:06:00
584,InsaneMarine,6701.0,2021-12-05 19:55:00
585,InsaneMarine,6801.0,2021-12-07 00:01:00
586,InsaneMarine,7101.0,2021-12-09 21:19:00
587,InsaneMarine,7201.0,2021-12-10 12:22:00
588,InsaneMarine,7301.0,2021-12-12 01:34:00
589,InsaneMarine,7601.0,2021-12-15 02:39:00
590,InsaneMarine,8000.0,2021-12-19 01:47:00
591,InsaneMarine,8101.0,2021-12-19 18:04:00
592,InsaneMarine,8201.0,2021-12-21 23:54:00
593,InsaneMarine,7501.0,2021-12-27 16:12:00
594,InsaneMarine,7701.0,2022-01-08 14:50:32
595,Lady BlackAdder,801.0,2021-11-22 03:23:00
596,Lady BlackAdder,1001.0,2021-11-22 03:50:00
597,Lady BlackAdder,2001.0,2021-11-22 04:36:00
598,Lady BlackAdder,2501.0,2021-11-22 10:39:00
599,Lady BlackAdder,2701.0,2021-11-22 12:45:00
600,Lady BlackAdder,2800.0,2021-11-22 13:33:00
601,Lady BlackAdder,3001.0,2021-11-22 18:20:00
602,Lady BlackAdder,3201.0,2021-11-22 20:11:00
603,Lady BlackAdder,3301.0,2021-11-22 22:22:00
604,Lady BlackAdder,3401.0,2021-11-22 23:14:00
605,Lady BlackAdder,3601.0,2021-11-23 06:50:00
606,Lady BlackAdder,3700.0,2021-11-23 12:40:00
607,Lady BlackAdder,3701.0,2021-11-23 12:41:00
608,Lady BlackAdder,3801.0,2021-11-23 21:02:00
609,Lady BlackAdder,3901.0,2021-11-23 21:30:00
610,Lady BlackAdder,4001.0,2021-11-24 01:13:00
611,Lady BlackAdder,4101.0,2021-11-24 03:04:00
612,Lady BlackAdder,4201.0,2021-11-24 07:14:00
613,Lady BlackAdder,4301.0,2021-11-24 19:58:00
614,Lady BlackAdder,4401.0,2021-11-25 05:30:00
615,Lady BlackAdder,4501.0,2021-11-25 07:47:00
616,Lady BlackAdder,4601.0,2021-11-25 17:57:00
617,Lady BlackAdder,4701.0,2021-11-26 00:21:00
618,Lady BlackAdder,4801.0,2021-11-26 11:06:00
619,Lady BlackAdder,4901.0,2021-11-26 23:10:00
620,Lady BlackAdder,5001.0,2021-11-27 11:56:00
621,Lady BlackAdder,5101.0,2021-11-27 23:41:00
622,Lady BlackAdder,5201.0,2021-11-28 06:47:00
623,Lady BlackAdder,5301.0,2021-11-29 06:00:00
624,Lady BlackAdder,5401.0,2021-11-29 06:48:00
625,Lady BlackAdder,5501.0,2021-11-30 02:25:00
626,Lady BlackAdder,5601.0,2021-11-30 18:10:00
627,Lady BlackAdder,5701.0,2021-12-01 10:27:00
628,Lady BlackAdder,5801.0,2021-12-02 12:31:00
629,Lady BlackAdder,5901.0,2021-12-03 01:41:00
630,Lady BlackAdder,6001.0,2021-12-04 19:01:00
631,Lady BlackAdder,6101.0,2021-12-05 02:46:00
632,Lady BlackAdder,6201.0,2021-12-05 21:42:00
633,Lady BlackAdder,6301.0,2021-12-07 06:27:00
634,Lady BlackAdder,6401.0,2021-12-08 02:27:00
635,Lady BlackAdder,6501.0,2021-12-09 05:26:00
636,Lady BlackAdder,6601.0,2021-12-10 18:54:00
637,Lady BlackAdder,6701.0,2021-12-12 08:51:00
638,Lady BlackAdder,6801.0,2021-12-12 20:59:00
639,Lady BlackAdder,6901.0,2021-12-14 00:44:00
640,Lady BlackAdder,7001.0,2021-12-14 09:27:00
641,Lady BlackAdder,7101.0,2021-12-16 11:48:00
642,Lady BlackAdder,7201.0,2021-12-17 08:45:00
643,Lady BlackAdder,7301.0,2021-12-19 02:51:00
644,Lady BlackAdder,7401.0,2021-12-19 17:53:00
645,Lady BlackAdder,7501.0,2021-12-20 07:57:00
646,Lady BlackAdder,7601.0,2021-12-21 12:47:00
647,Lady BlackAdder,7801.0,2021-12-26 06:06:00
648,Lady BlackAdder,7901.0,2021-12-26 19:32:00
649,Lady BlackAdder,8001.0,2021-12-28 09:03:00
650,Lady BlackAdder,8101.0,2021-12-29 18:57:00
651,Lakerfan,4301.0,2021-11-24 16:21:00
652,Lakerfan,2901.0,2021-11-24 16:21:00
653,Harrold,3501.0,2021-11-23 20:10:00
654,Harrold,3601.0,2021-11-24 06:44:00
655,Harrold,3901.0,2021-11-24 20:14:00
656,Harrold,4101.0,2021-11-25 06:56:00
657,Harrold,4301.0,2021-11-25 17:53:00
658,Harrold,4501.0,2021-11-26 17:08:00
659,Harrold,4801.0,2021-11-28 03:43:00
660,Harrold,4901.0,2021-11-28 14:36:00
661,Harrold,5401.0,2021-12-01 20:30:00
662,Harrold,5501.0,2021-12-02 23:25:00
663,Harrold,5601.0,2021-12-03 20:02:00
664,Harrold,6001.0,2021-12-07 07:26:00
665,Harrold,6501.0,2021-12-12 18:20:00
666,Harrold,5701.0,2021-12-27 20:37:00
667,Harrold,7501.0,2021-12-27 20:38:00
668,Harrold,8001.0,2022-01-06 10:06:52
669,Juna,8001.0,2022-01-16 03:48:35
670,MIGUETO,3200.0,2021-11-23 20:01:00
671,MIGUETO,3701.0,2021-11-24 17:28:00
672,MIGUETO,4101.0,2021-11-25 12:28:00
673,MIGUETO,4501.0,2021-11-27 10:47:00
674,MIGUETO,4701.0,2021-11-27 21:09:00
675,MIGUETO,4801.0,2021-11-28 06:09:00
676,MIGUETO,4901.0,2021-11-28 20:48:00
677,MIGUETO,5301.0,2021-11-30 18:36:00
678,MIGUETO,6101.0,2021-12-07 13:03:00
679,MIGUETO,6401.0,2021-12-09 17:41:00
680,MIGUETO,7201.0,2021-12-18 22:53:00
681,W;zz,2700.0,2021-11-22 04:21:00
682,W;zz,2701.0,2021-11-22 05:11:00
683,W;zz,2801.0,2021-11-22 05:41:00
684,W;zz,3301.0,2021-11-22 09:34:00
685,W;zz,3401.0,2021-11-22 10:25:00
686,W;zz,3601.0,2021-11-22 18:44:00
687,W;zz,3701.0,2021-11-22 19:22:00
688,W;zz,3801.0,2021-11-22 19:35:00
689,W;zz,3901.0,2021-11-22 19:36:00
690,W;zz,4001.0,2021-11-22 21:15:00
691,W;zz,4201.0,2021-11-23 01:54:00
692,W;zz,4301.0,2021-11-23 04:04:00
693,W;zz,4401.0,2021-11-23 08:40:00
694,W;zz,4701.0,2021-11-23 21:07:00
695,W;zz,4901.0,2021-11-24 04:45:00
696,W;zz,5601.0,2021-11-26 04:56:00
697,W;zz,4400.0,2021-11-26 20:57:00
698,W;zz,4401.0,2021-11-26 20:58:00
699,W;zz,4501.0,2021-11-27 03:32:00
700,W;zz,4601.0,2021-11-27 05:42:00
701,W;zz,4701.0,2021-11-27 10:13:00
702,W;zz,4801.0,2021-11-27 23:54:00
703,W;zz,4901.0,2021-11-28 11:21:00
704,W;zz,5001.0,2021-11-28 20:19:00
705,W;zz,6301.0,2021-11-29 05:43:00
706,W;zz,6401.0,2021-11-29 21:44:00
707,W;zz,6501.0,2021-11-30 08:41:00
708,W;zz,6701.0,2021-12-01 19:54:00
709,W;zz,6801.0,2021-12-02 02:39:00
710,W;zz,7001.0,2021-12-03 22:05:00
711,W;zz,7101.0,2021-12-04 22:25:00
712,W;zz,7201.0,2021-12-05 08:39:00
713,W;zz,7301.0,2021-12-06 09:41:00
714,W;zz,7401.0,2021-12-07 06:10:00
715,W;zz,7501.0,2021-12-08 03:26:00
716,W;zz,7601.0,2021-12-09 00:31:00
717,W;zz,7701.0,2021-12-10 00:28:00
718,W;zz,7801.0,2021-12-10 11:03:00
719,W;zz,7901.0,2021-12-12 08:48:00
720,W;zz,6701.0,2021-12-13 08:24:00
721,W;zz,7001.0,2021-12-14 09:54:00
722,W;zz,7101.0,2021-12-16 20:05:00
723,W;zz,7201.0,2021-12-28 04:45:00
724,Fey,2901.0,2021-11-22 14:22:00
725,Fey,3001.0,2021-11-22 15:20:00
726,Fey,3101.0,2021-11-22 16:39:00
727,Fey,3201.0,2021-11-22 17:45:00
728,Fey,3301.0,2021-11-22 19:16:00
729,Fey,3401.0,2021-11-22 21:48:00
730,Fey,3501.0,2021-11-22 23:00:00
731,Fey,3601.0,2021-11-23 01:42:00
732,Fey,3801.0,2021-11-23 07:52:00
733,Fey,3901.0,2021-11-23 13:14:00
734,Fey,4001.0,2021-11-23 16:53:00
735,Fey,4101.0,2021-11-24 01:15:00
736,Fey,4301.0,2021-11-24 13:30:00
737,Fey,4401.0,2021-11-24 16:58:00
738,Fey,4501.0,2021-11-24 19:46:00
739,Fey,4601.0,2021-11-25 01:45:00
740,Fey,4701.0,2021-11-25 13:11:00
741,Fey,4801.0,2021-11-25 19:13:00
742,Fey,4901.0,2021-11-26 13:51:00
743,Fey,5001.0,2021-11-26 17:01:00
744,Fey,5101.0,2021-11-27 13:19:00
745,Fey,5201.0,2021-11-27 21:36:00
746,Fey,5301.0,2021-11-28 01:42:00
747,Fey,5401.0,2021-11-28 16:45:00
748,Fey,5601.0,2021-11-29 21:25:00
749,Fey,5701.0,2021-11-30 13:24:00
750,Fey,5801.0,2021-12-01 12:58:00
751,Fey,5901.0,2021-12-02 01:20:00
752,Fey,6001.0,2021-12-02 15:44:00
753,Fey,6101.0,2021-12-03 14:05:00
754,Fey,6301.0,2021-12-04 19:37:00
755,Fey,6401.0,2021-12-05 17:56:00
756,Fey,6501.0,2021-12-06 18:17:00
757,Fey,6601.0,2021-12-07 13:00:00
758,Fey,6701.0,2021-12-08 18:19:00
759,Fey,6801.0,2021-12-09 13:25:00
760,Fey,6901.0,2021-12-10 13:00:00
761,Fey,7001.0,2021-12-11 13:10:00
762,Fey,7101.0,2021-12-12 09:54:00
763,Fey,7201.0,2021-12-13 18:14:00
764,Fey,7301.0,2021-12-14 21:29:00
765,Fey,7401.0,2021-12-16 22:59:00
766,Fey,7501.0,2021-12-17 13:24:00
767,Fey,7601.0,2021-12-18 17:34:00
768,Fey,7701.0,2021-12-19 16:06:00
769,Fey,7801.0,2021-12-20 23:10:00
770,Fey,7901.0,2021-12-21 17:39:00
771,Fey,8001.0,2021-12-22 20:27:00
772,Fey,8101.0,2021-12-26 20:14:00
773,Fey,8301.0,2021-12-28 15:51:00
774,Fey,8401.0,2021-12-29 13:09:00
775,Fey,8501.0,2021-12-30 17:40:00
776,Fey,7801.0,2022-01-09 17:32:55
777,SmokyO,3181.0,2021-11-23 20:05:00
778,SmokyO,4801.0,2021-11-28 21:24:00
779,SmokyO,5100.0,2021-12-01 12:45:00
780,SmokyO,5201.0,2021-12-01 22:16:00
781,SmokyO,5401.0,2021-12-03 15:45:00
782,SmokyO,5601.0,2021-12-05 19:20:00
783,SmokyO,5801.0,2021-12-07 19:01:00
784,SmokyO,5901.0,2021-12-08 22:45:00
785,SmokyO,6001.0,2021-12-09 14:07:00
786,SmokyO,6101.0,2021-12-10 13:18:00
787,SmokyO,6201.0,2021-12-12 15:06:00
788,SmokyO,6301.0,2021-12-13 20:00:00
789,SmokyO,6401.0,2021-12-13 22:55:00
790,SmokyO,6601.0,2021-12-16 14:36:00
791,SmokyO,6801.0,2021-12-17 18:25:00
792,SmokyO,7001.0,2021-12-20 11:58:00
793,SmokyO,7101.0,2021-12-21 13:39:00
794,SmokyO,7200.0,2021-12-22 16:17:00
795,SmokyO,7201.0,2021-12-22 16:18:00
796,SmokyO,7401.0,2021-12-25 12:28:00
797,SmokyO,7501.0,2021-12-26 09:52:00
798,SmokyO,7601.0,2021-12-27 21:51:00
799,SmokyO,7701.0,2021-12-29 20:04:00
800,SmokyO,7801.0,2021-12-30 17:57:00
801,SmokyO,7901.0,2021-12-31 16:56:00
802,SmokyO,8001.0,2022-01-01 16:08:00
803,SmokyO,8101.0,2022-01-03 04:49:00
804,SmokyO,8201.0,2022-01-04 21:20:00
805,SmokyO,8401.0,2022-01-07 14:56:09
806,SmokyO,8501.0,2022-01-08 09:12:50
807,SmokyO,8601.0,2022-01-09 21:06:33
808,CalderasChingon,1901.0,2021-11-22 01:45:00
809,CalderasChingon,2001.0,2021-11-22 01:48:00
810,CalderasChingon,2101.0,2021-11-22 02:18:00
811,CalderasChingon,2301.0,2021-11-22 09:18:00
812,CalderasChingon,2501.0,2021-11-22 10:48:00
813,CalderasChingon,3101.0,2021-11-22 19:10:00
814,CalderasChingon,3301.0,2021-11-23 01:37:00
815,CalderasChingon,3601.0,2021-11-23 09:51:00
816,CalderasChingon,3901.0,2021-11-23 21:03:00
817,CalderasChingon,4300.0,2021-11-24 13:55:00
818,CalderasChingon,4701.0,2021-11-25 13:15:00
819,CalderasChingon,4800.0,2021-11-25 18:58:00
820,CalderasChingon,4901.0,2021-11-26 10:29:00
821,CalderasChingon,5001.0,2021-11-26 18:17:00
822,CalderasChingon,5101.0,2021-11-27 10:42:00
823,CalderasChingon,5301.0,2021-11-28 07:10:00
824,CalderasChingon,5501.0,2021-11-29 00:58:00
825,CalderasChingon,5800.0,2021-12-01 13:25:00
826,CalderasChingon,6101.0,2021-12-03 22:55:00
827,CalderasChingon,6401.0,2021-12-07 00:59:00
828,CalderasChingon,6601.0,2021-12-08 02:07:00
829,CalderasChingon,7001.0,2021-12-11 02:04:00
830,CalderasChingon,7201.0,2021-12-13 23:05:00
831,CalderasChingon,7401.0,2021-12-17 14:33:00
832,CalderasChingon,7601.0,2021-12-19 11:09:00
833,CalderasChingon,7800.0,2021-12-20 19:01:00
834,CalderasChingon,8201.0,2021-12-27 20:22:00
835,Chago62,3501.0,2021-11-22 18:41:00
836,Chago62,3801.0,2021-11-23 00:12:00
837,Chago62,3901.0,2021-11-23 01:07:00
838,Chago62,4201.0,2021-11-23 13:15:00
839,Chago62,4301.0,2021-11-23 19:53:00
840,Chago62,4401.0,2021-11-23 22:59:00
841,Chago62,4501.0,2021-11-24 01:54:00
842,Chago62,4601.0,2021-11-24 12:14:00
843,Chago62,4701.0,2021-11-24 15:04:00
844,Chago62,4801.0,2021-11-24 18:54:00
845,Chago62,5101.0,2021-11-25 23:11:00
846,Chago62,5201.0,2021-11-26 01:41:00
847,Chago62,5401.0,2021-11-26 19:17:00
848,Chago62,5501.0,2021-11-26 22:47:00
849,Chago62,5601.0,2021-11-27 14:31:00
850,Chago62,5901.0,2021-11-29 03:06:00
851,Chago62,6001.0,2021-11-29 13:46:00
852,Chago62,6101.0,2021-11-29 19:32:00
853,Chago62,6301.0,2021-11-30 14:22:00
854,Chago62,6401.0,2021-12-01 20:35:00
855,Chago62,6601.0,2021-12-03 04:13:00
856,Chago62,6701.0,2021-12-03 15:56:00
857,Chago62,6901.0,2021-12-04 20:39:00
858,Chago62,7001.0,2021-12-05 23:13:00
859,Chago62,7301.0,2021-12-08 16:14:00
860,Chago62,7401.0,2021-12-09 19:37:00
861,Chago62,7501.0,2021-12-10 16:43:00
862,Chago62,7601.0,2021-12-11 20:25:00
863,Chago62,7001.0,2021-12-18 22:38:00
864,Chago62,7501.0,2022-01-04 02:33:00
865,Peter112,3301.0,2021-11-22 14:45:00
866,Peter112,3601.0,2021-11-22 18:09:00
867,Peter112,3901.0,2021-11-23 08:21:00
868,Peter112,4001.0,2021-11-23 15:14:00
869,Peter112,4401.0,2021-11-24 14:16:00
870,Peter112,4501.0,2021-11-24 18:05:00
871,Peter112,4701.0,2021-11-25 07:53:00
872,Peter112,4801.0,2021-11-25 12:26:00
873,Peter112,5001.0,2021-11-26 10:28:00
874,Peter112,5401.0,2021-11-27 23:41:00
875,Peter112,5501.0,2021-11-28 13:53:00
876,Peter112,5801.0,2021-11-30 09:22:00
877,Peter112,6101.0,2021-12-02 07:17:00
878,Peter112,6201.0,2021-12-02 23:25:00
879,Peter112,6601.0,2021-12-06 13:11:00
880,Peter112,6801.0,2021-12-07 15:08:00
881,Peter112,6901.0,2021-12-09 00:14:00
882,Peter112,7001.0,2021-12-09 07:59:00
883,Peter112,7101.0,2021-12-10 08:30:00
884,Peter112,7201.0,2021-12-10 16:05:00
885,Peter112,7301.0,2021-12-11 21:10:00
886,Peter112,7401.0,2021-12-12 14:26:00
887,Peter112,7501.0,2021-12-13 18:41:00
888,Peter112,7601.0,2021-12-14 17:59:00
889,Dune TM,2400.0,2021-11-22 09:31:00
890,Dune TM,3200.0,2021-11-22 22:41:00
891,Dune TM,4300.0,2021-11-24 19:12:00
892,Dune TM,6300.0,2021-12-08 22:32:00
893,Leo Altman,3101.0,2021-11-26 22:26:00
894,Leo Altman,3400.0,2021-11-27 22:13:00
895,Leo Altman,4201.0,2021-12-02 11:48:00
896,Leo Altman,5001.0,2021-12-02 20:16:00
897,Leo Altman,5201.0,2021-12-03 22:54:00
898,Gojiras,3101.0,2021-11-22 08:49:00
899,Gojiras,3201.0,2021-11-22 10:21:00
900,Gojiras,3301.0,2021-11-22 11:44:00
901,Gojiras,3401.0,2021-11-22 13:33:00
902,Gojiras,3601.0,2021-11-22 20:47:00
903,Gojiras,4500.0,2021-11-24 10:17:00
904,Gojiras,4501.0,2021-11-24 10:17:00
905,Gojiras,4601.0,2021-11-24 16:35:00
906,Gojiras,4701.0,2021-11-24 22:56:00
907,Gojiras,4801.0,2021-11-25 05:07:00
908,Gojiras,5201.0,2021-11-27 05:04:00
909,Gojiras,7101.0,2021-12-11 09:58:00
910,Gojiras,7201.0,2021-12-12 03:01:00
911,Gojiras,7701.0,2021-12-17 21:44:00
912,Gojiras,7801.0,2021-12-18 10:45:00
913,Gojiras,8001.0,2021-12-20 21:02:00
914,Horia.,2681.0,2021-11-22 16:47:00
915,Horia.,2841.0,2021-11-23 02:09:00
916,Horia.,3041.0,2021-11-23 08:06:00
917,Horia.,3341.0,2021-11-23 14:34:00
918,Horia.,3541.0,2021-11-23 21:23:00
919,Horia.,3641.0,2021-11-24 01:37:00
920,Horia.,4141.0,2021-11-25 16:19:00
921,Horia.,4241.0,2021-11-26 01:19:00
922,Horia.,4341.0,2021-11-26 15:10:00
923,Horia.,4541.0,2021-11-27 08:59:00
924,Horia.,4641.0,2021-11-28 02:46:00
925,Horia.,4741.0,2021-11-28 09:13:00
926,Horia.,4841.0,2021-11-29 14:44:00
927,Horia.,5101.0,2021-11-30 09:22:00
928,Horia.,5201.0,2021-11-30 22:55:00
929,Horia.,5601.0,2021-12-04 02:42:00
930,Horia.,5801.0,2021-12-06 10:44:00
931,Horia.,6301.0,2021-12-11 03:48:00
932,Horia.,6501.0,2021-12-12 01:41:00
933,Horia.,6601.0,2021-12-12 08:31:00
934,Horia.,6801.0,2021-12-14 19:02:00
935,Horia.,7001.0,2021-12-16 14:31:00
936,Horia.,7101.0,2021-12-17 20:07:00
937,Horia.,7201.0,2021-12-19 01:13:00
938,Horia.,7301.0,2021-12-19 14:20:00
939,Horia.,7401.0,2021-12-21 11:44:00
940,Horia.,7501.0,2021-12-21 19:13:00
941,Horia.,7601.0,2021-12-23 20:46:00
942,Horia.,7701.0,2021-12-25 02:48:00
943,Horia.,7901.0,2021-12-27 04:39:00
944,Horia.,8001.0,2021-12-29 04:57:00
945,Horia.,8161.0,2022-01-06 11:32:34
946,Horia.,8221.0,2022-01-08 15:16:56
947,Horia.,8321.0,2022-01-09 15:21:31
948,Man1jak D,3101.0,2021-11-22 10:07:00
949,Man1jak D,3301.0,2021-11-22 12:46:00
950,Man1jak D,3501.0,2021-11-22 15:04:00
951,Man1jak D,3601.0,2021-11-22 16:39:00
952,Man1jak D,3701.0,2021-11-22 19:08:00
953,Man1jak D,3801.0,2021-11-22 19:52:00
954,Man1jak D,4001.0,2021-11-23 04:35:00
955,Man1jak D,4101.0,2021-11-23 06:07:00
956,Man1jak D,4201.0,2021-11-23 08:22:00
957,Man1jak D,4501.0,2021-11-23 20:11:00
958,Man1jak D,4701.0,2021-11-24 04:53:00
959,Man1jak D,4801.0,2021-11-24 09:37:00
960,Man1jak D,4901.0,2021-11-24 17:25:00
961,Man1jak D,5001.0,2021-11-25 01:34:00
962,Man1jak D,5101.0,2021-11-25 07:38:00
963,Man1jak D,5201.0,2021-11-25 15:04:00
964,Man1jak D,5301.0,2021-11-26 01:41:00
965,Man1jak D,5401.0,2021-11-26 08:07:00
966,Man1jak D,5501.0,2021-11-26 15:09:00
967,Man1jak D,5701.0,2021-11-27 14:14:00
968,Man1jak D,6101.0,2021-11-29 05:54:00
969,Man1jak D,6701.0,2021-12-03 05:10:00
970,Man1jak D,7201.0,2021-12-06 18:20:00
971,Man1jak D,7501.0,2021-12-09 12:29:00
972,Man1jak D,7601.0,2021-12-10 12:09:00
973,Man1jak D,7701.0,2021-12-11 08:00:00
974,Noxx,3300.0,2021-11-22 19:49:00
975,Noxx,4300.0,2021-11-24 06:46:00
976,Noxx,5300.0,2021-11-27 22:29:00
977,Noxx,6500.0,2021-12-07 14:38:00
978,Kevin the Hunter,2100.0,2021-11-22 03:46:00
979,Kevin the Hunter,2600.0,2021-11-22 10:30:00
980,Kevin the Hunter,2801.0,2021-11-22 11:16:00
981,Kevin the Hunter,3001.0,2021-11-22 12:55:00
982,Kevin the Hunter,3800.0,2021-11-23 07:18:00
983,Kevin the Hunter,3801.0,2021-11-23 07:18:00
984,Kevin the Hunter,4701.0,2021-11-25 11:55:00
985,Kevin the Hunter,5201.0,2021-11-27 09:15:00
986,Kevin the Hunter,5401.0,2021-11-28 05:39:00
987,Kevin the Hunter,6001.0,2021-12-01 01:03:00
988,Kevin the Hunter,6201.0,2021-12-03 04:36:00
989,Kevin the Hunter,6901.0,2021-12-10 10:07:00
990,Kevin the Hunter,7001.0,2021-12-11 23:30:00
991,Kevin the Hunter,7201.0,2021-12-14 03:32:00
992,Kevin the Hunter,7501.0,2022-01-07 01:23:27
993,Jojo Wanderer,2501.0,2021-11-22 15:43:00
994,Jojo Wanderer,2700.0,2021-11-22 16:36:00
995,Jojo Wanderer,3000.0,2021-11-22 18:21:00
996,Jojo Wanderer,3101.0,2021-11-22 18:21:00
997,Jojo Wanderer,3300.0,2021-11-23 04:41:00
998,Jojo Wanderer,3700.0,2021-11-23 18:31:00
999,Jojo Wanderer,4101.0,2021-11-24 03:34:00
1000,Jojo Wanderer,4801.0,2021-11-26 18:26:00
1001,Jojo Wanderer,5101.0,2021-11-28 16:40:00
1002,Jojo Wanderer,5501.0,2021-12-02 04:06:00
1003,Jojo Wanderer,6300.0,2021-12-10 21:46:00
1004,Leeds,2800.0,2021-11-22 12:30:00
1005,Leeds,3001.0,2021-11-22 14:15:00
1006,Leeds,3201.0,2021-11-22 15:46:00
1007,Leeds,3301.0,2021-11-22 18:01:00
1008,Leeds,3401.0,2021-11-22 20:41:00
1009,Leeds,3701.0,2021-11-23 11:26:00
1010,Leeds,3801.0,2021-11-23 12:17:00
1011,Leeds,3901.0,2021-11-23 15:57:00
1012,Leeds,4001.0,2021-11-23 22:29:00
1013,Leeds,4101.0,2021-11-24 06:11:00
1014,Leeds,4301.0,2021-11-24 12:55:00
1015,Leeds,4401.0,2021-11-24 21:03:00
1016,Leeds,4601.0,2021-11-25 15:42:00
1017,Leeds,4701.0,2021-11-26 05:50:00
1018,Leeds,4801.0,2021-11-26 10:03:00
1019,Leeds,4901.0,2021-11-27 04:52:00
1020,Leeds,5001.0,2021-11-27 10:10:00
1021,Leeds,5101.0,2021-11-27 18:31:00
1022,Leeds,5301.0,2021-11-28 17:59:00
1023,Leeds,5401.0,2021-11-29 07:32:00
1024,Leeds,5601.0,2021-11-30 18:31:00
1025,Leeds,5701.0,2021-12-01 14:44:00
1026,Leeds,5801.0,2021-12-02 09:08:00
1027,Leeds,5901.0,2021-12-03 06:50:00
1028,Leeds,6001.0,2021-12-03 20:37:00
1029,Leeds,6201.0,2021-12-05 14:05:00
1030,Leeds,6301.0,2021-12-06 17:38:00
1031,Leeds,6401.0,2021-12-07 18:32:00
1032,Leeds,6501.0,2021-12-08 18:07:00
1033,Leeds,6601.0,2021-12-09 20:35:00
1034,Leeds,6701.0,2021-12-11 07:14:00
1035,Leeds,6801.0,2021-12-12 06:20:00
1036,Leeds,6901.0,2021-12-13 10:14:00
1037,Leeds,7001.0,2021-12-14 09:14:00
